date,open,high,low,close,preclose,volume,amount,pctChg,return_1d,ma5,ma20,volatility_20d
2019-08-08,3651.357,3675.46,3646.938,3669.293,3621.431,8845770752,114981617664.0,1.3216,0.013216322497929811,3670.0353999999998,3781.77045,0.00881126173623901
2019-08-09,3686.749,3689.177,3628.116,3633.529,3669.293,8529558016,116355690496.0,-0.9747,-0.009746836788449453,3647.2538,3773.0103500000005,0.008797133172502152
2019-08-12,3647.866,3699.104,3643.316,3699.104,3633.529,8208305664,121129345024.0,1.8047,0.018047193238309056,3651.9369999999994,3766.7562,0.009826438660473091
2019-08-13,3675.586,3686.43,3658.012,3665.751,3699.104,7650030336,103764320256.0,-0.9017,-0.009016507781343663,3657.8216,3759.70155,0.009946873962115847
2019-08-14,3712.065,3717.557,3680.608,3682.401,3665.751,9120259072,128301670400.0,0.4542,0.004542043363010562,3670.0155999999997,3753.5896999999995,0.01004644879693357
2019-08-15,3618.009,3694.298,3612.11,3694.0,3682.401,8859883264,119241080832.0,0.315,0.0031498470698874126,3674.957,3749.8696499999996,0.009918101717563554
2019-08-16,3697.94,3738.096,3687.075,3710.538,3694.0,8831916800,132696911872.0,0.4477,0.004476989713048107,3690.3588000000004,3744.9988,0.009639919949730107
2019-08-19,3736.034,3791.094,3720.689,3791.094,3710.538,13932701184,195448938496.0,2.171,0.021710059295983575,3708.7568,3745.4693500000003,0.010809357752947776
2019-08-20,3786.026,3799.897,3778.73,3787.732,3791.094,10860208896,149115342848.0,-0.0887,-0.0008868152570208343,3733.153,3745.3603000000003,0.010801277073495354
2019-08-21,3778.309,3792.595,3775.447,3781.757,3787.732,8229988096,121688506368.0,-0.1577,-0.0015774611297736385,3753.0242,3743.45655,0.010644664117941753
2019-08-22,3793.855,3797.329,3771.204,3793.506,3781.757,8580779264,120708136960.0,0.3107,0.0031067569915252946,3772.9254,3740.5785499999997,0.010487692640761985
2019-08-23,3796.882,3829.36,3788.034,3820.863,3793.506,8795458304,137802153984.0,0.7212,0.007211534659494312,3794.9903999999997,3738.6933000000004,0.010622822996082103
2019-08-26,3756.361,3778.866,3753.164,3765.91,3820.863,9385926912,142350987264.0,-1.4382,-0.014382352887292726,3789.9536,3734.2753,0.011072121047483481
2019-08-27,3791.458,3848.235,3790.873,3816.945,3765.91,12473147904,181748785152.0,1.3552,0.013551837404505163,3795.7961999999998,3731.6067000000003,0.01149788470456155
2019-08-28,3818.812,3822.588,3790.138,3802.584,3816.945,8875081216,137667276800.0,-0.3762,-0.0037624330452757926,3799.9616,3729.968,0.011354711383431441
2019-08-29,3805.494,3808.595,3774.396,3790.186,3802.584,8408338688,126475677696.0,-0.326,-0.003260414497089248,3799.2975999999994,3729.3038500000002,0.011224036442549781
2019-08-30,3816.678,3828.969,3778.918,3799.586,3790.186,9669515008,152408670208.0,0.248,0.002480089367645766,3795.0422,3731.9112999999998,0.01069155346422659
2019-09-02,3803.689,3855.776,3799.816,3848.319,3799.586,11028934912,164994457600.0,1.2826,0.012825871029106928,3811.524,3740.5428500000003,0.009923464727484625
2019-09-03,3852.579,3856.681,3833.757,3853.61,3848.319,9771463168,146270633984.0,0.1375,0.0013748860216629133,3818.857,3751.4069500000005,0.009443199000554861
2019-09-04,3848.648,3886.001,3846.421,3886.001,3853.61,12662861568,176839745536.0,0.8405,0.008405365358715722,3835.5404000000003,3764.6354499999993,0.009365785986504147
2019-09-05,3909.208,3970.003,3909.208,3925.323,3886.001,18165623040,244681224192.0,1.0119,0.010118885713101822,3862.5678,3777.4369500000003,0.009222449987295753
2019-09-06,3946.685,3948.539,3922.336,3948.507,3925.323,12188237568,181718269952.0,0.5906,0.005906265548083711,3892.3520000000003,3793.1858499999994,0.008695529051913283
2019-09-09,3980.957,3985.239,3954.875,3972.948,3948.507,14680975360,209545388032.0,0.619,0.00618993457527095,3917.2778,3806.8780500000003,0.008084563893332513
2019-09-10,3976.869,3976.922,3938.744,3959.265,3972.948,13088938496,184494350336.0,-0.3444,-0.0034440420564275653,3938.4088,3821.55375,0.007714106469082774
